StockName,StockCode,TypeBiz,MainProduct,OriginDate
삼성전자,5930,통신 및 방송 장비 제조업,"IMT2000 서비스용 동기식 기지국,교환국장비,데이터단말기,동영상휴대폰,핵심칩,반도체제품,사무,계산 및 회계용기계",1975-06-11
대유플러스,300,통신 및 방송 장비 제조업,"유,무선 통신장비",1975-06-09
BYC,1460,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",1975-06-02
쌍용자동차,3620,자동차용 엔진 및 자동차 제조업,"자동차,자동차부품,차륜,정비 제조/도소매",1975-05-29
쌍용양회공업,3410,"시멘트, 석회, 플라스터 및 그 제품 제조업",시멘트(크링카),1975-05-03
SPC삼립,5610,기타 식품 제조업,"빵,아이스크림,과자,케익,유산균음료,인스턴트식품,병조림,면류,식용유 제조,판매",1975-05-02
흥국화재,540,보험업,손해보험,1974-12-05
우리종금,10050,기타 금융업,"종합금융,주택할부금융,부동산",1974-09-11
일양약품,7570,의약품 제조업,"일반의약품(원비디,영비천,아진탈,디세텔,노루모산),항암제(베타-이뮤난),전문의약품 제조,판매,수출입",1974-08-28
한진,2320,도로 화물 운송업,"포장화물,택배산업,항만하역,고속버스사업,운수보관",1974-08-12
한국수출포장공업,2200,"골판지, 종이 상자 및 종이용기 제조업","골판지상자,골판지원지 제조,판매",1974-06-28
현대자동차,5380,자동차용 엔진 및 자동차 제조업,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",1974-06-28
모나미,5360,생활용품 도매업,"BP153(BALL POINT PEN), P-3000(PLUS PEN), 유성매직, 보드마카, 네임펜, PARKER, WARTERMAN, 색연필",1974-06-26
한화솔루션,9830,기초 화학물질 제조업,"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업",1974-06-19
아세아,2030,회사 본부 및 경영 컨설팅 서비스업,"회사본부,지주회사 및 경영컨설팅 서비스업",1974-06-03
카프로,6380,기초 화학물질 제조업,"카프로락탐,유안비료 제조",1974-05-28
롯데지주,4990,기타 금융업,지주회사,1974-02-16
대한방직,1070,직물직조 및 직물제품 제조업,"면사,화섬사,면직물 제조,판매,건설",1973-12-28
서울식품공업,4410,기타 식품 제조업,"빵,스넥,마아가린,유지류,사료 제조,도매",1973-12-28
아이에이치큐,3560,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",1973-12-18
LS네트웍스,680,상품 종합 도매업,"혁화,의류,등산용품 도매,제조/부동산 임대",1973-11-15
금호전기,1210,전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",1973-11-15
하이트진로홀딩스,140,기타 금융업,지주회사,1973-09-19
노루홀딩스,320,기타 금융업,지주사업,1973-08-10
기아자동차,270,자동차용 엔진 및 자동차 제조업,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",1973-07-21
효성,4800,기타 금융업,"스판덱스,합성원사,나일론,폴리에스터,타이어코드지,PET병,수지제품,중전기제품(변압기,차단기),사무용기계,컴퓨터 제조/건축공사",1973-06-30
CJ,1040,기타 금융업,지주회사,1973-06-29
두산,150,회사 본부 및 경영 컨설팅 서비스업,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",1973-06-29
휴스틸,5010,1차 철강 제조업,"강관(배관용,구조용,유정용) 제조,도매",1973-06-29
DB손해보험,5830,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28
대웅,3090,기타 금융업,"지주회사/의약품,화공약품,농예약품,위생용품,의료용구,식품,전기전자기구,부품 제조,판매",1973-06-26
동양물산기업,2900,특수 목적용 기계 제조업,"농기계,연초용필터,금속제양식기,철강압연 제조,도매,수출입/신문서적 수출입,판매",1973-06-26
진양산업,3780,플라스틱제품 제조업,"합성수지,폴리우레탄스폰지 제조,도매,수출입",1973-06-26
영진약품,3520,의약품 제조업,"의약품(드링크제,항생제,영양수액제),의약부외품 제조,판매",1973-06-25
케이씨씨,2380,기타 화학제품 제조업,"건축용단열재,내외장재,스레트,밤라이트,암면,석고보드,판유리 제조",1973-06-25
롯데칠성음료,5300,비알코올음료 및 얼음 제조업,"청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원",1973-06-21
일신방직,3200,방적 및 가공사 제조업,"면사,P/C혼방사,P/C혼방직물,화섬사 제조,수출",1973-05-23
롯데푸드,2270,낙농제품 및 식용빙과류 제조업,"빙과,유지,식품 제조",1973-05-09
아모레퍼시픽그룹,2790,기타 화학제품 제조업,지주회사,1973-04-30
제주은행,6220,은행 및 저축기관,"은행업무,외국환업무,신탁업무",1972-12-28
한솔홀딩스,4150,기타 금융업,"지주회사,경영자문컨설팅",1972-05-17
벽산,7210,기타 비금속 광물제품 제조업,"단열재, 천장재, 외장재, 내장재, 외단열, 바닥재 등",1972-01-04
롯데손해보험,400,보험업,손해보험업,1971-04-16
대한제분,1130,"곡물가공품, 전분 및 전분제품 제조업","소맥분,토코밀,프리믹스,밀가루조제품,제분부산물 제조/파스타 수입,판매",1970-11-25
대상,1680,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사",1970-04-01
LG,3550,기타 금융업,지주회사,1970-02-13
동아쏘시오홀딩스,640,기타 금융업,"의약품(피로회복제/박카스,병원용의약품),비의약품(의료기기,염모제,가글제) 제조,도소매/화장품 생산",1970-02-10
코리안리,3690,재 보험업,금융보험/부동산 임대,1969-12-22
한국주철관공업,970,1차 철강 제조업,"수도용주철관,강관 제조",1969-12-12
한일홀딩스,3300,"시멘트, 석회, 플라스터 및 그 제품 제조업",지주사업,1969-11-20
엔피씨,4250,플라스틱제품 제조업,"산업용기프라스틱제품(플라스틱 파렛트,시트 파렛트) 제조,판매",1969-09-08
세아제강지주,3030,기타 금융업,경영컨설팅업,1969-05-13
대한전선,1440,절연선 및 케이블 제조업,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",1968-12-27
대한제당,1790,"곡물가공품, 전분 및 전분제품 제조업","제당,가축용 배합사료,설탕,기능성감미료(자일로올리고당),외식산 제조,도소매/부동산 임대",1968-12-27
삼양홀딩스,70,기타 금융업,"지주회사,경영자문컨설팅",1968-12-27
세기상사,2420,"영화, 비디오물, 방송프로그램 제작 및 배급업","극장(영화상영)/극영화,만화영화 제조/음식료품,일용잡화 소매/부동산 임대",1968-12-27
한국테크놀로지그룹,240,기타 금융업,비금융지주회사,1968-12-27
전방,950,방적 및 가공사 제조업,"면사,면혼방사,마혼방사,화섬사,염색사,자수사,소모사,면직물,면혼방직물,화섬직물,특수가공직물 제조,판매,수출",1968-10-21
대한항공,3490,항공 여객 운송업,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",1966-03-18
디아이동일,1530,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04
유한양행,100,의약품 제조업,"의약품(삐콤씨,알마겔,세파졸린주사,아코텍스주사,이세파신,신생아호흡곤란치료제 등),생활용품(유한락스,비누,홈키파),식혜 도매",1962-11-01
CJ대한통운,120,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",1956-07-02
메리츠화재,60,보험업,"손해보험(화재,해상,운송보험)",1956-07-02
경방,50,종합 소매업,"섬유류(면사,면혼방사,면직물,면혼방직물,화섬사,화섬직물) 제조,도매,수출입",1956-03-03
유수홀딩스,700,회사 본부 및 경영 컨설팅 서비스업,지주사업,1956-03-03
한진중공업홀딩스,3480,연료용 가스 제조 및 배관공급업,지주회사,1956-03-03
